voteid,question,source,rank,rating,time,user_id,code
294,2,0,3,4,2017-04-05 20:42:37.537451,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
295,2,1,4,4,2017-04-05 20:42:40.898000,14,"
tax()
{
  
  if(Person.getSalary() < 10000)
  {
    System.out.println(""Tax is 2% of your salary: "" + (Person.getSalary())*0.02);
    
  }
  else
  {
    System.out.println(""Tax is 5% of your salary : "" + (Person.getSalary())*0.05);
  }
  
  if(Person == BusinessOwner)
  {
    System.out.println(""Tax = "" + (BusinessOwner.getSalary())*0.1);
  }
  if(Person == Veteran)
  {
    System.out.println(""Tax = 0"" );
  }
  }
}"
296,1,0,1,3,2017-04-05 20:42:42.425087,4,"public int largest_difference(int array){
  
  
  
  
  
}"
297,1,1,2,1,2017-04-05 20:42:46.976950,4,"public int largest_difference(int array){
  
  
  
  
  
}"
298,1,1,3,1,2017-04-05 20:42:50.712402,4,"public int largest_difference(int array){
  
  
  
  
  
}"
299,1,1,4,2,2017-04-05 20:43:07.152107,4,"public int largest_difference(int array){
  
  
  
  
  
}"
300,1,0,2,5,2017-04-05 20:43:27.872152,4,"public int largest_difference(int array){
  
  
  
  
  
}"
301,1,0,5,2,2017-04-05 20:44:01.471861,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
302,1,0,3,3,2017-04-05 20:44:03.630770,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
303,1,1,5,2,2017-04-05 20:44:07.854823,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
304,1,1,3,1,2017-04-05 20:44:19.550658,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
305,1,0,2,1,2017-04-05 20:44:21.215014,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
306,1,1,5,1,2017-04-05 20:44:22.918914,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

  
  
  
}"
307,2,1,5,3,2017-04-05 20:44:47.547575,15,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
308,1,1,4,1,2017-04-05 20:44:48.110195,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
309,2,0,2,3,2017-04-05 20:44:57.355014,15,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
310,1,0,2,2,2017-04-05 20:44:59.462057,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
311,2,1,3,2,2017-04-05 20:45:01.075191,15,"public static void main(String[] args)
{
    System.out.println(""Please pass in the person you wish to tax: "");
  	Scanner scan = new Scanner();
  	Object person1 = scan.nextObject;
  	double tax = 0.00;
  	if(person1.equals(Employee))
    {
      double salary = person1.getSalary();
      if(salary < 10000)
      {
        tax = salary*0.02;
      }
        
    }
   	System.out.println(""Expected: 0.0 2000.0 10000.0"");
  
}
"
312,1,1,2,1,2017-04-05 20:45:07.526994,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
313,1,1,2,1,2017-04-05 20:45:13.158725,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
314,1,1,2,1,2017-04-05 20:45:21.869766,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
315,1,1,3,1,2017-04-05 20:45:26.878175,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
316,1,0,1,3,2017-04-05 20:45:32.798218,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
317,1,0,2,1,2017-04-05 20:45:58.629282,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
318,1,1,2,1,2017-04-05 20:46:04.269530,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
319,1,1,4,2,2017-04-05 20:46:09.077149,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
320,1,1,2,2,2017-04-05 20:46:14.076966,4,"
  public static int max(int[] values) {
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
321,1,0,1,1,2017-04-05 20:46:56.548717,4,"
  public static int max(int[] values) {
    //an integer array and returns the largest 
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
322,1,1,5,2,2017-04-05 20:47:02.604040,4,"
  public static int max(int[] values) {
    //an integer array and returns the largest 
    int largest = values[0];
    for (int i = 1; i < values.length; i++) {
        if (values[i] > largest) {
            largest = values[i];
        }
    }
    return largest;

}"
